id	course_name	course_language	course_short_name	categories	universities	categories_name	universities_name
610	Analyse numérique pour ingénieurs	fr	analysenumerique	[5]	[16]	 Mathematics	 École Polytechnique Fédérale de Lausanne
611	High Performance Scientific Computing	en	scicomp	[4, 16]	[15]	 Information, Tech & Design + Statistics and Data Analysis	 University of Washington
612	Think Again: How to Reason and Argue	en	thinkagain	[6, 26]	[7]	 Humanities  + Teacher Professional Development	 Duke University
613	Comprendre les Microcontrôleurs	fr	microcontroleurs	[4, 15]	[16]	 Information, Tech & Design + Engineering	 École Polytechnique Fédérale de Lausanne
614	Drug Discovery, Development & Commercialization 	en	drugdiscovery	[3, 10]	[53]	 Medicine + Biology & Life Sciences	 University of California, San Diego
615	Nutrition, Health, and Lifestyle: Issues and Insights	en	lifenutr	[10, 19]	[37]	 Biology & Life Sciences + Food and Nutrition	 Vanderbilt University
616	Online Games: Literature, New Media, and Narrative	en	onlinegames	[6, 22]	[37]	 Humanities  + Arts	 Vanderbilt University
617	Global Environmental Management	en	globalenvmanangement	[8, 9, 15, 20, 25]	[57]	 Health & Society + Physical & Earth Sciences + Engineering + Social Sciences + Energy & Earth Sciences	 Technical University of Denmark (DTU)
618	Programmed cell death	en	pcd	[3, 10]	[64]	 Medicine + Biology & Life Sciences	 Ludwig-Maximilians-Universität München (LMU)
619	Archaeology's Dirty Little Secrets	en	secrets	[6, 9, 20, 22, 25]	[22]	 Humanities  + Physical & Earth Sciences + Social Sciences + Arts + Energy & Earth Sciences	 Brown University
620	Линейная алгебра (Linear Algebra)	ru	linalg	[5]	[160]	 Mathematics	 Higher School of Economics
621	企业金融概论（中文版）	zh-cn	whartonfinancezh	[2, 13]	[6]	 Economics & Finance + Business & Management	 University of Pennsylvania
622	Continuidad y desarrollo de la empresa familiar	es	empresafamiliar	[2, 13, 20]	[62]	 Economics & Finance + Business & Management + Social Sciences	 Tecnológico de Monterrey
623	História da Contabilidade	pt-br	histcontabilidade	[2, 13]	[221]	 Economics & Finance + Business & Management	 Universidade de São Paulo
624	Sustainability of Food Systems: A Global Life Cycle Perspective	en	globalfoodsystems	[2, 19, 25]	[50]	 Economics & Finance + Food and Nutrition + Energy & Earth Sciences	 University of Minnesota
625	Water in the Western United States	en	waterwestus	[9, 14, 20, 26]	[71, 126]	 Physical & Earth Sciences + Education + Social Sciences + Teacher Professional Development	 University of Colorado Boulder + University of Colorado System
626	Moralities of Everyday Life	en	moralities	[6, 20]	[109]	 Humanities  + Social Sciences	 Yale University
627	Fog Networks and the Internet of Things	en	fog	[12, 15]	[4]	 Computer Science: Software Engineering + Engineering	 Princeton University
628	Programming Mobile Services for Android Handheld Systems: Concurrency	en	posaconcurrency	[4, 11, 12]	[37]	 Information, Tech & Design + Computer Science: Systems & Security + Computer Science: Software Engineering	 Vanderbilt University
629	Introducción al Marketing	es	whartonmarketinges	[13]	[6]	 Business & Management	 University of Pennsylvania
630	New World, New Map: GPS for Today’s Music Industry	en	gpsmusic	[2, 6, 13, 18]	[116]	 Economics & Finance + Humanities  + Business & Management + Music, Film, and Audio	 West Virginia University
631	Principles of Economics for Scientists	en	econ1scientists	[2]	[12]	 Economics & Finance	 Caltech
632	Collaboration and Communication in Healthcare: Interprofessional Practice	en	interprofessional	[3, 8, 14]	[10]	 Medicine + Health & Society + Education	 University of California, San Francisco
633	Science, Technology, and Society in China I: Basic Concepts	en	stschina1	[20]	[35]	 Social Sciences	 The Hong Kong University of Science and Technology
634	Fundamentals of Music Theory	en	musictheory	[18]	[14]	 Music, Film, and Audio	 The University of Edinburgh
635	Economics of Transition and Emerging Markets	en	etem	[2]	[160]	 Economics & Finance	 Higher School of Economics
636	Responding to 9/11: Counterterrorism Policy in the 21st Century	en	respondingto911	[20, 26]	[7]	 Social Sciences + Teacher Professional Development	 Duke University
637	Startup Engineering	en	startup	[12, 13, 16]	[1]	 Computer Science: Software Engineering + Business & Management + Statistics and Data Analysis	 Stanford University
638	The Global Student's Introduction to U.S. Law	en	globalintrouslaw	[21]	[31]	 Law	 University of Florida
639	Effective Classroom Interactions: Supporting Young Children’s Development	en	earlychildhood	[14, 26]	[18]	 Education + Teacher Professional Development	 University of Virginia
640	Teaching goes massive: new skills required	en	massiveteaching	[14, 26]	[93]	 Education + Teacher Professional Development	 University of Zurich
641	Take the Lead on Healthcare Quality Improvement	en	hcqualityimprovement	[3, 8]	[68]	 Medicine + Health & Society	 Case Western Reserve University
642	Data Visualization	en	datavisualization	[4, 12, 16]	[17]	 Information, Tech & Design + Computer Science: Software Engineering + Statistics and Data Analysis	 University of Illinois at Urbana-Champaign
643	Common Core in Action II: Exploring Literacy Design Collaborative Tools	en	cc2lit	[14, 26]	[103]	 Education + Teacher Professional Development	 New Teacher Center
644	Aléatoire : une introduction aux probabilités 	fr	probas	[5]	[66]	 Mathematics	 École Polytechnique
645	"""Pay Attention!!"" ADHD Through the Lifespan"	en	adhd	[3]	[6]	 Medicine	 University of Pennsylvania
646	How to Succeed in College	en	succeedincollege	[14]	[127]	 Education	 University of Kentucky
647	Learning for Sustainability: Developing a personal ethic	en	sustainability	[14, 20, 25, 26]	[14]	 Education + Social Sciences + Energy & Earth Sciences + Teacher Professional Development	 The University of Edinburgh
648	История и теория медиа (History and theory of media)	ru	media	[6, 20]	[160]	 Humanities  + Social Sciences	 Higher School of Economics
649	Introduction to Mathematical Philosophy	en	mathphil	[5, 6]	[64]	 Mathematics + Humanities 	 Ludwig-Maximilians-Universität München (LMU)
650	Children Acquiring Literacy Naturally	en	childliteracy	[4, 14, 20]	[56]	 Information, Tech & Design + Education + Social Sciences	 University of California, Santa Cruz
651	Cardiac Arrest, Hypothermia, and Resuscitation Science	en	cardiacarrest	[3]	[6]	 Medicine	 University of Pennsylvania
652	Powerful Tools for Teaching and Learning: Web 2.0 Tools	en	newtechtools	[4, 14, 26]	[119]	 Information, Tech & Design + Education + Teacher Professional Development	 University of Houston System
653	Rationing and Allocating Scarce Medical Resources	en	rationing	[8]	[6]	 Health & Society	 University of Pennsylvania
654	Economic Growth and Distributive Justice	en	ecojustice	[2, 13, 21]	[110]	 Economics & Finance + Business & Management + Law	 Tel Aviv University
655	The Role of the Renminbi in the International Monetary System 	en	renminbi	[2]	[45]	 Economics & Finance	 The Chinese University of Hong Kong
656	Principles of Public Health	en	publichealth	[3, 8]	[30]	 Medicine + Health & Society	 University of California, Irvine
657	Representing the Professional Athlete	en	sportsagents	[2, 8, 13, 21]	[68]	 Economics & Finance + Health & Society + Business & Management + Law	 Case Western Reserve University
658	Computer Security	en	security	[11]	[1]	 Computer Science: Systems & Security	 Stanford University
659	Основы корпоративных финансов (Fundamentals of Corporate Finance)	ru	corpfin	[2]	[160]	 Economics & Finance	 Higher School of Economics
660	Pre-Calculus	en	precalculus	[5]	[30]	 Mathematics	 University of California, Irvine
661	Music's Big Bang: The Genesis of Rock 'n' Roll	en	musicsbigbang	[18]	[31]	 Music, Film, and Audio	 University of Florida
662	Data Management for Clinical Research	en	datamanagement	[4, 16]	[37]	 Information, Tech & Design + Statistics and Data Analysis	 Vanderbilt University
663	Design: Creation of Artifacts in Society	en	design	[4, 13, 15, 22]	[6]	 Information, Tech & Design + Business & Management + Engineering + Arts	 University of Pennsylvania
664	计算机辅助翻译原理与实践 Principles and Practice of Computer-Aided Translation	zh-cn	catmooc	[4, 12]	[163]	 Information, Tech & Design + Computer Science: Software Engineering	 Peking University
665	Risk and Opportunity: Managing Risk for Development	en	managerisk	[2, 20]	[73]	 Economics & Finance + Social Sciences	 The World Bank Group
666	Visual Perception and the Brain	en	visualpercepbrain	[10]	[7]	 Biology & Life Sciences	 Duke University
667	Sexing the Canvas: Art and Gender	en	sexingthecanvas	[6, 22]	[33]	 Humanities  + Arts	 The University of Melbourne
668	Surviving Disruptive Technologies	en	sdt	[4, 13]	[32]	 Information, Tech & Design + Business & Management	 University of Maryland, College Park
669	Etkili Konuşma (Effective Speaking)	tr	etkilikonusma	[20]	[182]	 Social Sciences	 Koç University
670	Understanding Media by Understanding Google	en	googlemedia	[2, 4, 13]	[54]	 Economics & Finance + Information, Tech & Design + Business & Management	 Northwestern University
671	Villes africaines: Introduction à la planification urbaine / African cities : an introduction to urban planning	fr	villesafricaines	[6, 20]	[16]	 Humanities  + Social Sciences	 École Polytechnique Fédérale de Lausanne
672	Conceptos y Herramientas para la Física Universitaria	es	cyhfisica	[5, 9, 14, 23]	[62]	 Mathematics + Physical & Earth Sciences + Education + Physics	 Tecnológico de Monterrey
673	Structure Standing Still: The Statics of Everyday Objects	en	staticsofobjects	[15]	[31]	 Engineering	 University of Florida
674	Reason and Persuasion: Thinking Through Three Dialogues By Plato	en	reasonandpersuasion	[20, 22]	[47]	 Social Sciences + Arts	 National University of Singapore
675	Digital Analytics for Marketing Professionals: Marketing Analytics in Practice	en	dmanalyticspractice	[13]	[17]	 Business & Management	 University of Illinois at Urbana-Champaign
676	Durabilité : état des lieux planétaire, scénarios envisageables	fr	durabilite	[6, 20]	[159]	 Humanities  + Social Sciences	 University of Lausanne
677	Artificial Intelligence Planning	en	aiplan	[17]	[14]	 Computer Science: Artificial Intelligence	 The University of Edinburgh
678	Global Tuberculosis (TB) Clinical Management and Research	en	tbmanagement	[3, 8]	[8]	 Medicine + Health & Society	 Johns Hopkins University
679	Metaliteracy: Empowering Yourself in a Connected World	en	metaliteracy	[4, 6, 14, 20]	[117]	 Information, Tech & Design + Humanities  + Education + Social Sciences	 The State University of New York
680	International Organizations Management	en	interorg	[13]	[49]	 Business & Management	 University of Geneva
681	Abortion: Quality Care and Public Health Implications	en	abortion	[3, 10]	[10]	 Medicine + Biology & Life Sciences	 University of California, San Francisco
682	 Mobile Healthcare technologies for patients and providers	en	introbiomedhlthinfo	[3, 15]	[9]	 Medicine + Engineering	 Georgia Institute of Technology
683	Principles of Reactive Programming	en	reactive	[12]	[16]	 Computer Science: Software Engineering	 École Polytechnique Fédérale de Lausanne
684	Managing the Company of the Future	en	futuremanagement	[13]	[26]	 Business & Management	 University of London
685	El ABC del emprendimiento esbelto 	es	abcemprendimiento	[]	[62]		 Tecnológico de Monterrey
686	An Introduction to Evidence-Based Undergraduate STEM Teaching	en	stemteaching	[5, 9, 10, 14, 15, 25]	[37, 65, 228, 229]	 Mathematics + Physical & Earth Sciences + Biology & Life Sciences + Education + Engineering + Energy & Earth Sciences	 Vanderbilt University + University of Wisconsin–Madison + Michigan State University
687	Globalization of Business Enterprise	en	globe	[2, 13]	[172]	 Economics & Finance + Business & Management	 IESE Business School
688	Freedom and protest: Magna Carta and its legacies	en	magnacarta	[6, 20, 21]	[26]	 Humanities  + Social Sciences + Law	 University of London
689	活用希臘哲學 (Understanding the Greek Philosophy)	zh-tw	ntuugp	[6]	[75]	 Humanities 	 National Taiwan University
690	Globalizing Higher Education and Research for the ‘Knowledge Economy’	en	globalhighered	[4, 14, 20]	[65]	 Information, Tech & Design + Education + Social Sciences	 University of Wisconsin–Madison
691	Practical Learning Analytics	en	pla	[4, 14, 16, 26]	[3]	 Information, Tech & Design + Education + Statistics and Data Analysis + Teacher Professional Development	 University of Michigan
692	Programming Mobile Applications for Android Handheld Systems: Part 2	en	androidpart2	[4, 12]	[32]	 Information, Tech & Design + Computer Science: Software Engineering	 University of Maryland, College Park
693	Principles of fMRI 2	en	fmri2	[3, 8, 16]	[8]	 Medicine + Health & Society + Statistics and Data Analysis	 Johns Hopkins University
694	Usable Security	en	usablesec	[11]	[32]	 Computer Science: Systems & Security	 University of Maryland, College Park
695	How to Change the World	en	changetheworld	[6, 8, 20]	[34]	 Humanities  + Health & Society + Social Sciences	 Wesleyan University
696	Foundations of Teaching for Learning 8: Developing Relationships	en	teach8	[14, 26]	[106]	 Education + Teacher Professional Development	 Commonwealth Education Trust
697	Leading Innovation in Arts and Culture	en	innovationarts	[13, 22]	[37, 227]	 Business & Management + Arts	 Vanderbilt University
698	Creative, Serious and Playful Science of Android Apps	en	androidapps101	[12]	[17]	 Computer Science: Software Engineering	 University of Illinois at Urbana-Champaign
699	Introduction to Logic	en	intrologic	[1, 5, 17]	[1]	 Computer Science: Theory + Mathematics + Computer Science: Artificial Intelligence	 Stanford University
700	A Look at Nuclear Science and Technology	en	nuclearscience	[15, 23, 24]	[36]	 Engineering + Physics + Chemistry	 University of Pittsburgh
701	Introduction to Digital Sound Design	en	digitalsounddesign	[18]	[23]	 Music, Film, and Audio	 Emory University
702	Droit international et droit comparé: regards croisés	fr	droit	[6, 21]	[130]	 Humanities  + Law	 École normale supérieure
703	Evaluation financière de l'entreprise	fr	evaluation	[2, 13]	[161]	 Economics & Finance + Business & Management	 HEC Paris
704	How Viruses Cause Disease	en	virology2	[3, 10]	[40]	 Medicine + Biology & Life Sciences	 Columbia University
705	计算机系统基础（一） ：程序的表示、转换与链接	zh-cn	njuics1	[1, 11]	[230]	 Computer Science: Theory + Computer Science: Systems & Security	 Nanjing University
706	Myths and Realities of Personalised Medicine: The Genetic Revolution	en	personalisedmed	[3, 8]	[155]	 Medicine + Health & Society	 UNSW Australia (The University of New South Wales)
707	中國人文經典導讀 | Classics of Chinese Humanities: Guided Readings	zh-tw	chinesehumanities	[6]	[45]	 Humanities 	 The Chinese University of Hong Kong
708	Fundamentals of Electrical Engineering	en	eefun	[15]	[13]	 Engineering	 Rice University
709	Introduction to Psychology as a Science	en	psy	[20]	[9]	 Social Sciences	 Georgia Institute of Technology
710	Design and Interpretation of Clinical Trials	en	clintrials	[3, 8]	[8]	 Medicine + Health & Society	 Johns Hopkins University
711	The Hardware/Software Interface	en	hwswinterface	[11]	[15]	 Computer Science: Systems & Security	 University of Washington
712	Crafting an Effective Writer: Tools of the Trade (Fundamental English Writing)	en	basicwriting	[6]	[44]	 Humanities 	
713	Preventing Chronic Pain: A Human Systems Approach	en	chronicpain	[3, 8, 10]	[50]	 Medicine + Health & Society + Biology & Life Sciences	 University of Minnesota
714	Warhol	en	warhol	[6, 22]	[14]	 Humanities  + Arts	 The University of Edinburgh
715	The Global Business of Sports	en	globalsportsbusiness	[13, 20]	[6]	 Business & Management + Social Sciences	 University of Pennsylvania
716	Drugs and the Brain	en	drugsandbrain	[3, 10]	[12]	 Medicine + Biology & Life Sciences	 Caltech
717	Managing Responsibly: Practicing Sustainability, Responsibility and Ethics	en	responsiblemgmnt	[13]	[147]	 Business & Management	 University of Manchester
718	實驗經濟學 (Experimental Economics I: Behavioral Game Theory)	zh-tw	expeconomics1	[2]	[75]	 Economics & Finance	 National Taiwan University
719	Presumed Innocent? The Social Science of Wrongful Conviction	en	wrongfulconviction	[20, 21]	[51]	 Social Sciences + Law	 The Pennsylvania State University
720	Common Core in Action: Literacy in the Content Areas- Exploring Literacy Design Collaborative Template Tasks	en	ccss-literacy1	[14, 26]	[103]	 Education + Teacher Professional Development	 New Teacher Center
721	Nanotechnology and Nanosensors	en	nanosensors	[10, 15, 24]	[129]	 Biology & Life Sciences + Engineering + Chemistry	 Technion - Israel Institute of Technology
722	What a Plant Knows (and other things you didn’t know about plants)	en	plantknows	[10]	[110]	 Biology & Life Sciences	 Tel Aviv University
723	Malicious Software and its Underground Economy: Two Sides to Every Story	en	malsoftware	[11, 12]	[26]	 Computer Science: Systems & Security + Computer Science: Software Engineering	 University of London
724	Applying Principles of Behavior in the K-12 Classroom	en	behaviorprinciples	[26]	[119]	 Teacher Professional Development	 University of Houston System
725	Designing and Executing Information Security Strategies	en	infosec	[4, 11, 13]	[15]	 Information, Tech & Design + Computer Science: Systems & Security + Business & Management	 University of Washington
726	The Meat We Eat	en	meatweeat	[10, 19]	[31]	 Biology & Life Sciences + Food and Nutrition	 University of Florida
727	Introduction to Acoustics (Part 2)	en	acoustics2	[15, 18, 23]	[178]	 Engineering + Music, Film, and Audio + Physics	 Korea Advanced Institute of Science and Technology
728	Sagas and Space - Thinking Space in Viking Age and Medieval Scandinavia	en	sagaspace	[6, 22]	[93]	 Humanities  + Arts	 University of Zurich
